-0.68314151;0.41909457;2
-1.4489846;-0.04614105;2
0.74044566;1.1953788;2
-0.10367243;-1.0946479;1
1.621449;0.056388659;1
1.9722535;1.4134765;2
0.81198995;0.70836318;1
-1.6900098;-0.046130181;2
-0.50902644;-0.82441026;1
-1.551739;0.37848132;1
-1.2601332;-1.008965;2
-0.561689;-1.0126262;1
-0.5323885;-1.1689873;1
-0.29523825;-1.271768;1
-1.2075561;-0.85427989;2
1.5885828;-0.37798655;1
1.6273676;-0.43026768;1
0.57953687;1.1659399;1
-1.4229101;1.1342957;1
-0.76130139;-1.4416869;1
-1.646292;-0.72253514;2
-1.3250274;-0.12015273;2
-1.0162916;0.6186833;1
-1.2337065;-1.1499028;2
0.37832021;0.98668673;1
-0.014252957;1.5451871;1
-1.4234363;-0.61677623;2
-0.63845684;-1.0124341;1
-1.6659637;-0.87538468;2
0.029116836;-1.1171486;1
-1.4165922;-0.32687852;2
1.1479768;-1.1370211;2
0.89349825;-0.32698382;2
0.32185093;1.6803933;2
1.3903524;-0.21839927;1
1.0718366;0.61026294;1
0.43363099;2.1940802;1
-0.34803237;0.11851696;2
-1.4103714;-0.85583491;2
-0.024224796;-1.2795787;1
0.70093026;0.56424229;1
0.46355045;-0.79150405;2
1.300633;0.73934179;1
0.40759528;0.067286084;2
0.83443733;0.9251744;1
-1.2745223;0.1836824;2
-0.52802584;0.29637832;2
0.66014572;0.83503078;1
0.73922974;0.67334611;1
0.82881914;-0.30478044;1
0.13353404;-1.0589234;1
-1.5765055;-0.35174278;2
0.28720823;-0.51657756;2
0.19456732;-1.2741847;1
-0.26983022;0.011682575;2
1.6635531;-0.38406192;1
0.072652071;-1.4624128;1
1.1239806;0.29334691;1
-0.10873861;-1.2496188;1
1.2184984;-0.36142971;2
-0.96144572;-0.10202202;2
-0.53360841;-1.4036479;1
-0.35564653;-1.1597365;1
0.65649164;0.84419692;1
-0.80619774;0.9412136;1
2.4405192;1.3708099;2
-0.64000836;-0.23772762;2
-1.5702008;-0.77246103;2
-1.0422929;-1.0733163;1
0.87294604;-1.0287194;2
0.29540821;-1.3638668;1
0.12635114;-1.0802667;1
0.24464778;-0.68073713;1
-0.71679629;-1.0264742;1
-0.86551866;0.75115099;1
-1.0948741;1.3935311;1
-0.25443516;0.40319106;2
-1.7498108;0.31768774;1
0.74156682;0.74356796;1
-0.64709654;-1.218543;1
-0.2261092;-1.4538967;1
0.27599183;0.39740403;2
0.92570853;-1.1715517;2
-1.0729526;-0.017027949;2
0.55068811;0.92144188;1
-1.2856632;-0.7544734;2
0.34027582;-1.3438777;1
-0.46619374;-0.85070979;1
0.30355587;-0.0039311169;2
0.89328031;0.34473125;1
0.92059405;1.1185957;2
1.1893876;-1.3372344;2
-2.1690977;-0.52289999;2
0.32444583;1.6826196;2
-0.64253761;1.6846096;1
1.3059644;-0.56579675;2
1.022658;-0.7284184;2
-0.42164136;-0.24089763;2
-0.70363662;0.7098327;1
1.1763991;0.50652094;1
-1.5295001;0.25737766;1
-0.93439691;-1.5806113;1
1.1832393;-0.78887394;1
0.78108736;0.41530339;1
-1.5649621;-0.17189587;2
0.26873938;0.60530037;2
0.67453779;0.6667372;1
-1.1779406;1.1698348;1
-0.95866294;0.41044406;2
-1.7597985;-1.3321354;2
0.82019663;-0.5143007;2
1.437264;-1.7278135;2
-1.0666046;-0.45624247;2
0.83903606;-0.081896339;2
0.75903665;0.032800947;2
0.62692645;0.12495509;1
-1.0634327;0.49633292;2
-1.8055509;0.075791105;2
0.042813703;-1.0429725;1
-1.0798486;0.98872986;1
-1.1166676;0.57648693;1
1.8010607;-0.81112655;1
-0.8437212;0.37078244;2
-0.37195972;1.54177;1
1.8067816;-0.55067908;1
1.7097531;-0.043977753;1
0.19767022;-1.4116303;1
0.63711254;1.5456371;2
-1.6801487;-0.52837372;2
-1.511018;-0.19643173;2
0.48701103;1.4539945;1
-0.30133807;1.6945302;1
0.72412618;-0.57404964;2
-0.97349642;-0.04697261;2
0.97436934;-1.3248945;2
0.096678985;-1.4047183;1
-0.61216074;-1.4175684;1
1.2489827;-1.3761465;2
0.46627674;0.28108423;2
-0.025270224;0.074170442;2
-1.9325768;-0.92041396;2
0.55195315;-0.19904124;2
1.3488493;-0.4614881;1
0.73100008;1.7405424;2
0.397367;0.5126428;2
1.051449;-0.72321786;2
-1.9421127;-0.7612215;2
0.37702393;1.7224785;2
0.60436684;0.37410025;1
1.3477612;0.67671761;1
1.3255792;-0.48603254;2
1.0147073;-1.0535862;2
1.7861591;-0.1015555;1
-1.1339219;-1.0812464;2
0.32927481;0.60596196;1
0.98665943;0.2581968;1
0.55048424;0.85704152;1
1.3359442;0.27410962;1
-0.21243179;-1.1801418;1
0.11205812;0.23829856;2
0.76903571;0.85467204;1
0.88325537;-1.0035712;2
2.5732852;0.98866753;2
0.15437086;-0.65278106;2
0.77667703;0.31239868;1
-0.5093125;-0.93218725;1
0.74963618;1.9191308;2
0.51054686;-0.77291776;2
0.053323718;-1.01835;1
0.12101575;-1.2997632;1
1.2202173;-0.10563228;1
0.52557096;1.4752495;1
1.1219984;0.82152997;1
1.0146607;1.2082982;2
-0.84310118;-1.142282;1
-1.0107722;-1.2331164;1
0.29980863;-1.1789479;1
-0.8949546;-1.0666916;2
0.94767091;0.98510477;1
1.0606188;-0.23214695;1
-1.947833;0.61419448;1
-1.5225771;-0.74014651;2
-1.4191079;-0.074693162;2
1.4625474;-0.41669971;2
2.4296474;0.86885348;2
0.56910399;0.48110808;2
-0.10558449;-0.31579205;2
-1.440293;-0.35841514;2
0.16778227;0.34537578;2
0.15857485;1.5081885;1
1.4694015;-0.31233377;2
-0.82350662;1.1009268;1
-0.75256018;-1.0767181;1
0.8319618;0.44189899;1
-1.8075506;-0.48768675;2
0.37142594;-0.58863292;2
-0.41054953;-1.4073024;1
0.4864801;0.99082865;1
0.83314179;-0.5926219;2
0.3502479;0.88893388;1
-0.37222647;-1.1074818;1
-0.53582593;-0.81398183;1
-0.63942011;0.52192196;2
0.72014298;0.98901295;1
-0.13567972;-1.4147773;1
-2.1811689;-1.8767374;2
-0.014510074;-1.1517631;1
-0.47213744;-1.1575158;1
0.44262609;1.5432768;1
1.1792066;0.76610649;1
-0.49142085;-1.5522139;1
-0.27937688;-1.0620389;1
0.42610432;0.19381294;2
0.63334957;0.90144473;1
0.87660166;0.16064944;1
1.6747284;-0.9781009;1
-0.27491379;-1.6035262;1
1.1563079;0.048859153;1
1.5592599;-0.36728276;2
-0.71500604;-0.96898118;1
-1.5955053;-1.4352719;2
-0.097776167;-0.42360609;2
-1.0073613;-0.39683231;2
-0.25092198;0.32673782;2
-0.061831654;0.3575405;2
-0.40516044;-1.2530135;1
1.2351924;0.90788371;1
-0.89913634;0.062110521;2
-0.11709165;1.4678306;1
-0.59100465;-1.078172;1
-0.067683273;-0.3938729;2
-0.10724044;-1.4989931;1
1.3261626;-0.067305658;1
0.18375487;1.6995413;2
0.49499855;1.5434197;1
-0.40475632;-1.0897959;1
-1.7742721;1.0147883;1
-0.78423058;1.8062483;1
0.40496177;-1.2003471;1
1.454454;1.332954;2
1.3288772;1.5076484;2
-0.71148634;-1.1295287;1
0.56918753;-0.85814058;1
-1.5423555;-0.64335056;2
1.7145631;-0.28882255;1
0.048914601;-1.3642994;1
0.52693139;1.1840468;1
0.31116516;1.7629278;1
-1.1537757;0.58736602;1
-0.45479297;0.49412268;2
-0.91179525;1.3404471;1
-0.74761521;-0.5701127;2
1.3878056;0.060909527;1
1.5483936;-0.6486199;1
-0.67213725;0.68287766;2
-0.76672259;-1.2976713;1
-0.26181479;1.2812697;1
-0.18694776;-1.3825517;1
1.2822863;-0.23584243;1
-0.10923679;-1.3195999;1
0.55791513;-1.0641439;2
-0.3466528;-1.1279083;1
-0.17232866;-0.67618088;2
-1.1443552;0.30423699;2
-0.49938004;-0.85769017;1
-0.52868277;-1.024443;1
0.2504041;0.46599769;2
0.95466998;-0.015786718;1
-0.41924473;1.4039819;1
-0.26853577;0.96090912;2
-2.0619517;-1.2300847;2
0.3843473;2.1544067;1
1.441654;0.89828901;1
1.9539517;-1.0241541;1
0.058631215;-0.13328577;2
0.1085194;1.6519515;2
1.0635174;-0.69013866;2
0.031672954;-0.82063107;2
0.76778438;-1.2486052;2
1.6764151;0.11272453;1
-1.7515896;-1.9203905;2
-1.8112647;-1.2111572;2
-1.8413207;-0.95812624;2
0.13302859;2.042019;2
-0.32934017;-0.95485403;1
-1.9767508;-0.87982904;2
-1.3831827;0.09731074;2
-1.8270436;0.37856777;1
1.0028757;-0.08970952;1
-0.090754656;-0.84639132;1
-1.3620357;0.97556002;1
-0.14390092;1.6781865;1
-0.065557637;-1.5735536;1
0.4074398;1.66808;2
-1.4274784;0.091053407;2
1.3754138;-1.7431991;2
-1.871004;-0.45134816;2
1.0635453;0.62906316;1
-1.7940855;-0.95391606;2
2.2033097;1.1390547;2
-0.47303193;-1.548679;1
-1.7696151;-0.59214403;2
-0.90078084;-1.5592803;1
-0.9745566;-0.18242125;2
0.18460644;0.61749273;1
0.20510764;-0.47056582;2
-0.32610551;0.076876107;2
0.54783815;-0.95863382;1
0.73343269;0.92624557;1
-1.3744919;-0.20495643;2
-1.51496;-0.76898482;2
-1.0611805;0.91727538;1
-1.151566;0.77088464;1
-0.61672092;-0.79159375;1
-0.3991351;1.3036462;1
1.7143865;1.1011386;2
0.008538124;1.3095013;1
-0.65810505;0.55448114;2
1.1675157;1.3663271;1
-1.4488735;-0.70079361;2
-0.44741597;-1.0044628;1
-0.6871798;-0.45771139;2
-0.86684786;0.21395834;2
-0.041825964;-1.0249258;1
-1.5351732;0.56229295;1
1.2475062;-1.2532526;2
0.68597167;1.2015782;1
-0.87447355;0.71921108;2
1.6215313;1.1896617;2
1.4658689;-1.2941135;2
1.1637941;-1.2426574;2
0.13557641;1.4607795;2
-1.0633642;0.81725653;1
-0.015952787;-0.44751355;2
-0.99877849;0.90579985;1
0.71396497;-1.1933216;2
-0.25835673;-1.0581764;1
0.53369295;-0.76320011;2
0.7279346;0.75201433;1
-2.7678489;0.096217259;1
-1.1917446;1.2271365;1
0.83417103;-0.58373339;2
0.65073082;-1.0813585;1
-0.14783923;-1.3709437;1
-0.62382985;1.7515364;1
1.734325;0.97932991;2
1.2428571;0.55445248;1
1.546902;1.102513;2
-0.25391512;-1.2679713;1
0.98072356;-0.057165064;1
0.65538336;1.7200303;2
0.39919226;-0.59389848;2
-1.5333068;1.205006;1
-0.90269273;-0.98773387;1
-1.5537176;0.58785089;1
-0.4502639;-1.5893719;1
0.24034889;-1.1375385;1
0.24424543;1.8366345;2
-0.62829084;0.60130007;2
1.7414568;0.96371448;2
1.1598068;0.70262537;1
-1.1457173;-0.56170377;2
0.76231911;-0.33359188;2
1.0218293;0.97579813;1
0.71346546;1.0188204;1
-0.54660393;-1.3145293;1
0.4402033;-0.93584371;1
1.0124572;-0.20480607;2
0.75978242;-1.1619898;2
0.015376999;-1.4058996;1
-0.85884769;0.88534895;1
0.38715908;1.5896618;2
-2.1430257;-0.47579202;2
-0.53846237;-1.1502551;1
-0.83987475;-1.16269;1
-1.7017157;-0.5690908;2
0.52168277;1.3559593;2
-0.021491979;0.70354777;2
-1.1886594;-1.1430488;2
1.1471672;1.6831213;2
0.31020678;0.56986281;2
-0.32705405;0.61158632;2
-0.71737686;1.0047575;1
-0.46071791;0.34270086;2
-2.0407376;0.40123202;1
-0.54631763;0.44228409;2
-0.75834574;0.79356825;1
-0.64472568;-0.23804019;2
0.80245263;0.13269242;1
-0.38250886;-1.2581329;1
0.16906079;1.8634212;2
1.2271752;-0.14605132;2
1.2564032;-2.3859373;2
-1.1895218;-1.0045743;2
0.080901955;1.9267331;2
-0.75682762;0.29839299;2
-0.66657434;-0.89534325;1
0.61717186;1.3436807;2
1.2625699;-0.55311532;2
-0.16933064;-0.13519646;2
0.96568003;-0.19864626;2
0.83759399;1.4999816;1
-0.051001646;-0.97203961;1
2.073338;1.2125656;2
0.34356926;1.3833936;2
0.22076673;0.94569519;2
-0.60725655;-0.89436529;1
-0.450822;-1.3355918;1
0.78363793;1.3879982;1
0.45076505;-1.2349746;1
-1.5098956;0.48141982;1
-1.945446;-0.15963767;2
-0.19663217;0.54418453;2
-0.85452334;-1.0513013;1
1.2654376;-0.6845839;1
-0.19786466;-0.5359948;2
-0.92218222;0.53338808;1
0.38805042;-0.085117566;2
-1.0347329;-0.85838469;2
-1.6020405;-1.3192252;2
-0.66464299;1.2275849;1
1.1384305;-1.5726406;2
-0.061473629;0.2986348;2
0.46294442;0.49798955;1
1.4269165;-0.81632789;2
0.29878864;1.5189892;1
0.011404767;-1.4561953;1
0.33539633;-0.48335305;2
0.1838331;0.55825585;2
1.0758985;0.83885028;1
-0.86505034;1.5954841;1
-0.38636728;1.5025221;1
1.0126027;-0.93464335;2
0.54579004;-0.19548913;2
1.0507536;-0.46662573;2
1.574026;-0.56552415;1
0.21050475;-1.2776704;1
-0.83781801;-1.1660849;1
0.67737553;0.10790506;2
1.3765687;0.58313673;1
-1.939348;-0.27272006;2
-0.022161228;-0.20249943;2
-0.76035545;-0.86172141;1
0.2649309;-0.37495222;2
2.0325135;1.3222939;2
0.14521855;-0.62631955;2
1.0770115;1.4235396;2
1.21772;0.42342247;1
-0.6639825;1.1830357;1
-1.2445334;1.1372395;1
-0.75071892;-1.3705978;1
-1.0713649;-0.61608719;2
-1.1132464;0.43920569;2
-1.0833313;-0.059390514;2
1.2384406;0.78965271;1
-1.6673852;-1.7321782;2
-0.97186316;-1.0778826;2
-1.0545634;0.7197102;1
-0.095676148;-1.0550132;1
0.77400815;-1.2204266;2
